epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1414.31,1.11759,0.70009,0.00328,0.696,0.73004,0.73354,0.48326,1.18342,0.77576,0.00641,0.000414222,0.000414222,0.000414222
43,1449.36,1.12853,0.71986,0.0033,0.72473,0.71942,0.7282,0.47848,1.21181,0.76253,0.00644,0.000410262,0.000410262,0.000410262
44,1484.04,1.11029,0.68874,0.00321,0.68486,0.69584,0.71694,0.48093,1.19816,0.72672,0.00645,0.000406234,0.000406234,0.000406234
45,1517.81,1.09696,0.67881,0.00323,0.73434,0.66957,0.69493,0.46884,1.19415,0.77212,0.00641,0.000402138,0.000402138,0.000402138
46,1552.96,1.10105,0.67853,0.00323,0.72309,0.68321,0.70738,0.46962,1.20885,0.79599,0.00653,0.000397977,0.000397977,0.000397977
47,1588.17,1.09489,0.67963,0.00318,0.73655,0.65453,0.71288,0.47301,1.22318,0.77388,0.00649,0.000393752,0.000393752,0.000393752
48,1622.99,1.11102,0.68721,0.00325,0.72898,0.66318,0.70392,0.47162,1.2098,0.79869,0.00648,0.000389464,0.000389464,0.000389464
49,1657.41,1.0945,0.68635,0.00312,0.71674,0.68488,0.69949,0.47438,1.20858,0.81485,0.00645,0.000385117,0.000385117,0.000385117
50,1693.01,1.0864,0.65156,0.0032,0.76988,0.64102,0.71046,0.48078,1.20097,0.81075,0.00643,0.000380712,0.000380712,0.000380712
51,1727.56,1.10533,0.65956,0.00317,0.68095,0.71808,0.71636,0.47542,1.22405,0.79572,0.00657,0.00037625,0.00037625,0.00037625
52,1757.36,1.08827,0.6425,0.00317,0.72179,0.66576,0.69916,0.46603,1.20228,0.77342,0.00648,0.000371734,0.000371734,0.000371734
53,1792.84,1.08074,0.639,0.0031,0.72744,0.64202,0.70221,0.47304,1.21472,0.76269,0.00644,0.000367166,0.000367166,0.000367166
54,1827.44,1.07292,0.62809,0.00311,0.74929,0.69179,0.73151,0.48498,1.20736,0.75941,0.00647,0.000362547,0.000362547,0.000362547
55,1863.95,1.06678,0.63328,0.0031,0.72328,0.64827,0.71966,0.48313,1.21331,0.75549,0.00645,0.00035788,0.00035788,0.00035788
56,1899.93,1.08424,0.63786,0.00313,0.65231,0.67577,0.68367,0.46249,1.21573,0.79535,0.00652,0.000353167,0.000353167,0.000353167
57,1941.82,1.07446,0.62941,0.00311,0.65305,0.71224,0.70762,0.46603,1.23143,0.81214,0.00658,0.00034841,0.00034841,0.00034841
58,1978.41,1.07076,0.62674,0.00309,0.73989,0.70864,0.71839,0.47972,1.212,0.76887,0.00658,0.000343611,0.000343611,0.000343611
59,2016.02,1.0605,0.61568,0.00307,0.67916,0.67707,0.70591,0.47606,1.20029,0.78713,0.0064,0.000338772,0.000338772,0.000338772
60,2052.17,1.05899,0.62426,0.00303,0.68182,0.69298,0.70043,0.45636,1.24977,0.79055,0.0066,0.000333894,0.000333894,0.000333894
61,2087.05,1.05063,0.60957,0.00305,0.67118,0.72751,0.69904,0.46743,1.2002,0.75034,0.00646,0.000328982,0.000328982,0.000328982
62,2123.21,1.0368,0.5934,0.00304,0.74157,0.69545,0.71639,0.47113,1.22566,0.76582,0.00655,0.000324035,0.000324035,0.000324035
63,2162.91,1.03925,0.60767,0.00299,0.7666,0.66779,0.69985,0.44967,1.22585,0.80496,0.00659,0.000319058,0.000319058,0.000319058
64,2201.24,1.04441,0.59376,0.00306,0.6967,0.6984,0.69827,0.45649,1.22625,0.81933,0.00659,0.000314051,0.000314051,0.000314051
65,2237.74,1.04478,0.58488,0.003,0.66181,0.74143,0.71724,0.46355,1.22803,0.82875,0.0066,0.000309017,0.000309017,0.000309017
66,2275.98,1.0354,0.58239,0.00297,0.74877,0.70159,0.73121,0.47917,1.21117,0.78166,0.00645,0.000303958,0.000303958,0.000303958
67,2312.08,1.0326,0.57799,0.00301,0.75807,0.72383,0.7512,0.49471,1.20928,0.76132,0.00646,0.000298877,0.000298877,0.000298877
68,2344.39,1.04491,0.59219,0.00303,0.72454,0.68682,0.7084,0.47373,1.22247,0.80154,0.00654,0.000293775,0.000293775,0.000293775
69,2373.12,1.02446,0.57099,0.00297,0.71479,0.65172,0.70072,0.46623,1.22884,0.82775,0.00659,0.000288656,0.000288656,0.000288656
70,2408.37,1.02616,0.56562,0.00294,0.71833,0.67071,0.698,0.4581,1.22015,0.79321,0.00655,0.00028352,0.00028352,0.00028352
71,2445.14,1.02151,0.56619,0.00298,0.72789,0.68073,0.70645,0.47393,1.22675,0.80369,0.00662,0.000278371,0.000278371,0.000278371
72,2479.49,1.03471,0.56565,0.00299,0.65594,0.72372,0.70819,0.4741,1.22606,0.79888,0.00654,0.00027321,0.00027321,0.00027321
73,2514.98,1.01835,0.54112,0.00297,0.79181,0.62703,0.71032,0.47258,1.22171,0.80208,0.00656,0.000268041,0.000268041,0.000268041
74,2550.71,1.03196,0.56617,0.00296,0.78169,0.64978,0.71667,0.46546,1.2402,0.8036,0.00662,0.000262864,0.000262864,0.000262864
