epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,3174.92,1.04616,0.57862,0.00305,0.73406,0.68854,0.71239,0.47079,1.21813,0.82391,0.00653,0.000734332,0.000734332,0.000734332
54,3222.7,1.03644,0.57334,0.00303,0.66292,0.74001,0.7051,0.4709,1.22027,0.77596,0.00648,0.000725094,0.000725094,0.000725094
55,3282.74,1.03739,0.58792,0.00303,0.72394,0.68558,0.71556,0.47286,1.2223,0.77611,0.00649,0.000715761,0.000715761,0.000715761
56,3344.29,1.03144,0.5673,0.00307,0.72488,0.70799,0.70623,0.46415,1.25943,0.80754,0.00672,0.000706335,0.000706335,0.000706335
57,3406.41,1.04091,0.5425,0.00304,0.75118,0.71522,0.7332,0.47958,1.23595,0.8172,0.00665,0.00069682,0.00069682,0.00069682
58,3468.45,1.03043,0.55924,0.00304,0.75317,0.68697,0.70912,0.47151,1.22578,0.88316,0.00654,0.000687222,0.000687222,0.000687222
59,3529.62,1.0302,0.55755,0.00302,0.74361,0.67171,0.69929,0.47053,1.22252,0.81883,0.00655,0.000677543,0.000677543,0.000677543
60,3588.62,1.01839,0.54817,0.00293,0.72198,0.69865,0.72029,0.47217,1.23525,0.80604,0.00652,0.000667789,0.000667789,0.000667789
61,3654.02,1.01663,0.53933,0.00297,0.71958,0.70882,0.70629,0.47042,1.22951,0.85843,0.00656,0.000657963,0.000657963,0.000657963
62,3714.48,1.01853,0.5402,0.00298,0.72216,0.71103,0.73334,0.47754,1.24773,0.81432,0.00663,0.000648071,0.000648071,0.000648071
63,3774.11,1.00764,0.52211,0.00293,0.69884,0.71612,0.70498,0.46942,1.23305,0.84215,0.00655,0.000638115,0.000638115,0.000638115
64,3832.03,1.00904,0.51946,0.00305,0.73955,0.73171,0.72815,0.47684,1.24929,0.80339,0.00664,0.000628101,0.000628101,0.000628101
65,3894.81,0.99882,0.52268,0.00293,0.7083,0.69304,0.7048,0.47855,1.24118,0.86117,0.00668,0.000618034,0.000618034,0.000618034
66,3967.78,1.01751,0.53095,0.00297,0.72733,0.72805,0.73182,0.48897,1.22096,0.78569,0.00654,0.000607916,0.000607916,0.000607916
67,4040.87,0.98845,0.5099,0.00297,0.72671,0.69854,0.72599,0.49087,1.23191,0.81424,0.00655,0.000597754,0.000597754,0.000597754
68,4103.75,0.98426,0.51303,0.0029,0.72266,0.72026,0.70274,0.46473,1.22626,0.81954,0.00658,0.000587551,0.000587551,0.000587551
69,4163.1,0.98952,0.49681,0.00291,0.70833,0.72966,0.72574,0.4841,1.23374,0.83102,0.0066,0.000577311,0.000577311,0.000577311
70,4225.07,0.9794,0.50214,0.00285,0.69828,0.74226,0.71842,0.47443,1.22209,0.81407,0.00651,0.00056704,0.00056704,0.00056704
71,4299.33,0.97964,0.50077,0.00287,0.74135,0.68171,0.70652,0.47165,1.2432,0.82398,0.00666,0.000556742,0.000556742,0.000556742
72,4369.75,0.96522,0.50356,0.00284,0.70745,0.72803,0.72331,0.4781,1.24938,0.84313,0.00668,0.000546421,0.000546421,0.000546421
73,4437.75,0.96726,0.48432,0.00284,0.7116,0.71388,0.71501,0.47706,1.22975,0.82395,0.00656,0.000536081,0.000536081,0.000536081
74,4503.01,0.96779,0.49289,0.00279,0.79317,0.69207,0.71771,0.47365,1.23628,0.83636,0.00663,0.000525728,0.000525728,0.000525728
75,4562.56,0.94841,0.47693,0.00279,0.66822,0.72942,0.68926,0.45511,1.23003,0.84953,0.00648,0.000515366,0.000515366,0.000515366
76,4627.13,0.95476,0.48329,0.0028,0.73718,0.7,0.71997,0.47635,1.23875,0.86047,0.00667,0.000505,0.000505,0.000505
77,4688.66,0.94533,0.46507,0.00281,0.70058,0.71734,0.70227,0.47428,1.21253,0.86599,0.00642,0.000494634,0.000494634,0.000494634
78,4750.88,0.94313,0.46719,0.00274,0.72297,0.699,0.71294,0.46886,1.23204,0.84744,0.00654,0.000484272,0.000484272,0.000484272
79,4812.69,0.94763,0.47267,0.00269,0.74611,0.70428,0.71339,0.46937,1.23591,0.86704,0.00658,0.000473919,0.000473919,0.000473919
80,4876.07,0.93248,0.45909,0.0027,0.75683,0.71162,0.72448,0.47715,1.22288,0.86185,0.0065,0.000463579,0.000463579,0.000463579
81,4948.11,0.93664,0.46629,0.00273,0.70327,0.7284,0.71424,0.47967,1.21795,0.89028,0.00649,0.000453258,0.000453258,0.000453258
82,5012.34,0.91926,0.45397,0.00263,0.76792,0.71692,0.72518,0.48743,1.23278,0.85983,0.00657,0.00044296,0.00044296,0.00044296
