epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4531.31,0.94997,0.44808,0.00281,0.77585,0.74514,0.78414,0.54148,1.18398,0.81836,0.00634,0.000414222,0.000414222,0.000414222
43,4635.93,0.94081,0.44325,0.00273,0.79986,0.78232,0.79186,0.53819,1.21271,0.75472,0.00656,0.000410262,0.000410262,0.000410262
44,4741.73,0.92948,0.45235,0.00272,0.78382,0.77125,0.805,0.54013,1.18818,0.70428,0.00633,0.000406234,0.000406234,0.000406234
45,4847,0.91923,0.42861,0.00273,0.80725,0.75372,0.8066,0.53978,1.20554,0.7683,0.00642,0.000402138,0.000402138,0.000402138
46,4951.04,0.90491,0.42882,0.00265,0.76915,0.80166,0.80044,0.53839,1.18934,0.7751,0.00637,0.000397977,0.000397977,0.000397977
47,5056.49,0.91509,0.41687,0.00269,0.73497,0.77761,0.79671,0.53201,1.19041,0.78754,0.00639,0.000393752,0.000393752,0.000393752
48,5161.92,0.90458,0.41007,0.00265,0.76179,0.78712,0.77159,0.51935,1.21227,0.83321,0.00651,0.000389464,0.000389464,0.000389464
49,5266.71,0.89048,0.39689,0.00256,0.79039,0.75435,0.79108,0.54159,1.2139,0.85999,0.00642,0.000385117,0.000385117,0.000385117
50,5365.32,0.88456,0.40329,0.00262,0.79821,0.75921,0.77865,0.5246,1.20129,0.87136,0.00646,0.000380712,0.000380712,0.000380712
51,5463.48,0.88319,0.39614,0.00256,0.75147,0.79916,0.79733,0.54,1.19903,0.83482,0.00643,0.00037625,0.00037625,0.00037625
52,5562.57,0.86208,0.38623,0.00253,0.82922,0.72937,0.78603,0.52687,1.20693,0.90101,0.0065,0.000371734,0.000371734,0.000371734
53,5664.13,0.87181,0.40223,0.00251,0.77821,0.78728,0.79847,0.52656,1.20766,0.85716,0.00637,0.000367166,0.000367166,0.000367166
54,5763.55,0.85896,0.38249,0.00249,0.81514,0.78005,0.79833,0.53186,1.23233,0.83057,0.00653,0.000362547,0.000362547,0.000362547
55,5863.93,0.85519,0.39664,0.00248,0.83582,0.76447,0.79319,0.52565,1.22352,0.81164,0.0065,0.00035788,0.00035788,0.00035788
56,5964.79,0.82629,0.35979,0.00244,0.82142,0.70266,0.76919,0.51885,1.22319,0.95999,0.00652,0.000353167,0.000353167,0.000353167
57,6067.63,0.82821,0.34826,0.00238,0.79851,0.80437,0.78077,0.52741,1.2215,0.86799,0.00649,0.00034841,0.00034841,0.00034841
58,6167.92,0.82063,0.36629,0.00242,0.7686,0.77027,0.78867,0.52762,1.20893,0.83156,0.00644,0.000343611,0.000343611,0.000343611
59,6267.96,0.82619,0.36811,0.00242,0.77678,0.76787,0.791,0.53039,1.22203,0.93889,0.00649,0.000338772,0.000338772,0.000338772
60,6367.81,0.80801,0.35237,0.0023,0.79061,0.76273,0.77458,0.53095,1.21131,0.86427,0.00645,0.000333894,0.000333894,0.000333894
61,6468.63,0.8209,0.36169,0.00239,0.77501,0.76471,0.78604,0.53397,1.21139,0.84872,0.0064,0.000328982,0.000328982,0.000328982
62,6570.92,0.80462,0.35576,0.00234,0.80668,0.77728,0.80508,0.545,1.20364,0.83411,0.00638,0.000324035,0.000324035,0.000324035
63,6672.03,0.78278,0.34235,0.00225,0.78642,0.77112,0.78348,0.53158,1.21868,0.8899,0.00654,0.000319058,0.000319058,0.000319058
